,id_col,step_col,tmp_col
81,idx_40,PENDING_APPROVAL,2024-10-27 18:58:27.379020
82,idx_40,APPROVED,2024-10-27 18:59:45.379020
83,idx_40,PROCESSING,2024-10-27 19:04:42.379020
84,idx_40,PROCESSING,2024-10-27 19:08:09.379020
85,idx_40,WORKING,2024-10-27 20:55:40.379020
86,idx_40,PENDING_APPROVAL,2024-10-27 21:12:00.379020
87,idx_40,APPROVED,2024-10-27 21:14:37.379020
88,idx_40,CLOSED,2024-10-27 21:14:37.379020
89,idx_41,INGEST,2024-10-27 18:10:05.379022
90,idx_42,INGEST,2024-10-27 18:14:55.379024
91,idx_43,INGEST,2024-10-27 18:17:29.379026
92,idx_44,INGEST,2024-10-27 18:16:27.379028
93,idx_45,INGEST,2024-10-27 17:59:52.379031
94,idx_45,PROCESSING,2024-10-27 18:15:15.379031
95,idx_45,ASSIGNED,2024-10-27 18:23:46.379031
96,idx_45,WORKING,2024-10-27 18:45:26.379031
97,idx_45,PENDING_APPROVAL,2024-10-27 19:06:05.379031
98,idx_45,APPROVED,2024-10-27 19:13:43.379031
99,idx_45,CLOSED,2024-10-27 19:13:43.379031
100,idx_46,INGEST,2024-10-27 17:36:12.379033
101,idx_47,INGEST,2024-10-27 18:10:33.379035
102,idx_48,INGEST,2024-10-27 17:29:56.379037
103,idx_49,INGEST,2024-10-27 18:06:54.379039
104,idx_49,PROCESSING,2024-10-27 18:13:55.379039
105,idx_50,INGEST,2024-10-27 17:30:20.379041
106,idx_50,PROCESSING,2024-10-27 17:46:16.379041
107,idx_50,ASSIGNED,2024-10-27 17:55:27.379041
108,idx_50,ASSIGNED,2024-10-27 18:02:07.379041
109,idx_51,INGEST,2024-10-27 17:57:27.379043
110,idx_52,INGEST,2024-10-27 17:33:22.379046
111,idx_53,INGEST,2024-10-27 17:29:44.379048
112,idx_53,PROCESSING,2024-10-27 17:40:47.379048
113,idx_53,WORKING,2024-10-27 19:07:39.379048
114,idx_53,PENDING_APPROVAL,2024-10-27 19:17:55.379048
115,idx_53,APPROVED,2024-10-27 19:19:25.379048
116,idx_53,CLOSED,2024-10-27 19:19:25.379048
117,idx_54,INGEST,2024-10-27 18:05:04.379050
118,idx_54,PROCESSING,2024-10-27 18:23:34.379050
119,idx_55,INGEST,2024-10-27 17:57:48.379052
120,idx_56,INGEST,2024-10-27 17:42:04.379054
121,idx_57,INGEST,2024-10-27 17:32:47.379056
122,idx_58,INGEST,2024-10-27 17:51:09.379059
123,idx_59,INGEST,2024-10-27 17:53:50.379061
124,idx_60,INGEST,2024-10-27 17:41:00.379063
125,idx_61,INGEST,2024-10-27 17:49:16.379065
126,idx_61,PROCESSING,2024-10-27 17:58:29.379065
127,idx_61,WORKING,2024-10-27 18:25:04.379065
128,idx_61,PENDING_APPROVAL,2024-10-27 18:47:11.379065
129,idx_61,APPROVED,2024-10-27 19:01:57.379065
130,idx_61,CLOSED,2024-10-27 19:01:57.379065
131,idx_62,INGEST,2024-10-27 17:53:25.379067
132,idx_62,PROCESSING,2024-10-27 18:10:21.379067
133,idx_62,ASSIGNED,2024-10-27 18:16:43.379067
134,idx_63,INGEST,2024-10-27 17:57:02.379069
135,idx_64,INGEST,2024-10-27 18:02:04.379071
136,idx_64,PROCESSING,2024-10-27 18:08:48.379071
137,idx_64,WORKING,2024-10-27 18:30:40.379071
138,idx_64,PENDING_APPROVAL,2024-10-27 18:41:50.379071
139,idx_64,APPROVED,2024-10-27 18:46:45.379071
140,idx_64,PROCESSING,2024-10-27 18:50:17.379071
141,idx_64,INGEST,2024-10-27 18:51:11.379071
142,idx_65,INGEST,2024-10-27 17:30:43.379074
143,idx_65,PROCESSING,2024-10-27 17:33:48.379074
144,idx_66,INGEST,2024-10-27 17:50:11.379076
145,idx_67,INGEST,2024-10-27 17:38:59.379079
146,idx_68,INGEST,2024-10-27 17:50:15.379081
147,idx_69,INGEST,2024-10-27 18:00:18.379083
148,idx_70,INGEST,2024-10-27 18:16:17.379085
149,idx_71,INGEST,2024-10-27 18:05:57.379087
150,idx_72,INGEST,2024-10-27 17:35:00.379089
151,idx_73,INGEST,2024-10-27 17:50:27.379092
152,idx_74,INGEST,2024-10-27 17:44:01.379094
153,idx_74,PROCESSING,2024-10-27 17:44:54.379094
154,idx_75,INGEST,2024-10-27 17:58:38.379096
155,idx_75,PROCESSING,2024-10-27 18:09:45.379096
156,idx_75,PROCESSING,2024-10-27 18:11:48.379096
157,idx_75,ASSIGNED,2024-10-27 18:15:54.379096
158,idx_75,WORKING,2024-10-27 19:20:28.379096
159,idx_75,APPROVED,2024-10-27 20:36:49.379096
160,idx_75,CLOSED,2024-10-27 20:36:49.379096
161,idx_76,INGEST,2024-10-27 17:43:57.379098
162,idx_77,INGEST,2024-10-27 18:02:39.379101
163,idx_78,INGEST,2024-10-27 17:50:57.379103
164,idx_79,INGEST,2024-10-27 18:10:46.379105
165,idx_80,INGEST,2024-10-27 18:13:33.379108
166,idx_80,PROCESSING,2024-10-27 18:26:34.379108
167,idx_80,ASSIGNED,2024-10-27 18:35:42.379108
168,idx_81,INGEST,2024-10-27 18:01:45.379110
169,idx_81,PROCESSING,2024-10-27 18:06:39.379110
170,idx_81,WORKING,2024-10-27 19:20:05.379110
171,idx_81,PENDING_APPROVAL,2024-10-27 19:35:41.379110
172,idx_81,APPROVED,2024-10-27 19:39:19.379110
173,idx_81,CLOSED,2024-10-27 19:39:19.379110
174,idx_82,INGEST,2024-10-27 17:47:58.379112
175,idx_83,INGEST,2024-10-27 18:02:41.379114
176,idx_84,INGEST,2024-10-27 17:37:45.379116
177,idx_85,INGEST,2024-10-27 18:11:00.379118
178,idx_86,INGEST,2024-10-27 18:17:35.379120
179,idx_87,INGEST,2024-10-27 18:03:14.379123
180,idx_88,INGEST,2024-10-27 18:10:05.379125
181,idx_88,PROCESSING,2024-10-27 18:10:47.379125
182,idx_88,ASSIGNED,2024-10-27 18:15:45.379125
183,idx_88,WORKING,2024-10-27 19:54:40.379125
184,idx_88,APPROVED,2024-10-27 20:31:22.379125
185,idx_89,INGEST,2024-10-27 17:40:07.379127
186,idx_89,PROCESSING,2024-10-27 17:54:54.379127
187,idx_89,WORKING,2024-10-27 18:48:22.379127
188,idx_89,PENDING_APPROVAL,2024-10-27 19:01:03.379127
189,idx_89,APPROVED,2024-10-27 19:02:48.379127
190,idx_89,CLOSED,2024-10-27 19:02:48.379127
191,idx_90,INGEST,2024-10-27 17:34:06.379129
192,idx_90,PROCESSING,2024-10-27 17:50:30.379129
193,idx_90,ASSIGNED,2024-10-27 17:55:34.379129
194,idx_90,WORKING,2024-10-27 19:45:02.379129
195,idx_90,PENDING_APPROVAL,2024-10-27 20:06:42.379129
196,idx_90,APPROVED,2024-10-27 20:12:05.379129
197,idx_90,INGEST,2024-10-27 20:14:04.379129
198,idx_91,INGEST,2024-10-27 17:56:11.379131
199,idx_92,INGEST,2024-10-27 17:34:30.379134
200,idx_92,PROCESSING,2024-10-27 17:50:55.379134
201,idx_92,WORKING,2024-10-27 18:48:39.379134
202,idx_92,PENDING_APPROVAL,2024-10-27 18:58:31.379134
203,idx_92,APPROVED,2024-10-27 19:02:30.379134
204,idx_92,CLOSED,2024-10-27 19:02:30.379134
205,idx_93,INGEST,2024-10-27 17:57:19.379136
206,idx_94,INGEST,2024-10-27 17:28:23.379139
207,idx_95,INGEST,2024-10-27 18:03:52.379141
208,idx_96,INGEST,2024-10-27 17:55:05.379143
209,idx_97,INGEST,2024-10-27 17:50:17.379145
210,idx_98,INGEST,2024-10-27 17:57:38.379147
211,idx_98,PROCESSING,2024-10-27 18:09:16.379147
212,idx_99,INGEST,2024-10-27 17:51:18.379149
213,idx_100,INGEST,2024-10-27 18:14:45.379151
214,idx_100,PROCESSING,2024-10-27 18:30:57.379151
215,idx_100,ASSIGNED,2024-10-27 18:35:40.379151
216,idx_100,WORKING,2024-10-27 19:11:21.379151
217,idx_100,PENDING_APPROVAL,2024-10-27 19:33:34.379151
218,idx_100,APPROVED,2024-10-27 19:42:14.379151
219,idx_100,CLOSED,2024-10-27 19:42:14.379151
220,idx_101,INGEST,2024-10-27 17:46:55.379153
221,idx_102,INGEST,2024-10-27 18:16:50.379155
222,idx_103,INGEST,2024-10-27 18:02:27.379158
223,idx_104,INGEST,2024-10-27 18:16:37.379160
224,idx_105,INGEST,2024-10-27 18:06:06.379162
225,idx_106,INGEST,2024-10-27 17:54:43.379164
226,idx_107,INGEST,2024-10-27 17:40:40.379166
227,idx_108,INGEST,2024-10-27 17:30:28.379169
228,idx_109,INGEST,2024-10-27 17:31:03.379172
229,idx_110,INGEST,2024-10-27 17:39:37.379174
230,idx_110,PROCESSING,2024-10-27 17:42:36.379174
231,idx_110,WORKING,2024-10-27 18:04:24.379174
232,idx_110,PENDING_APPROVAL,2024-10-27 18:13:17.379174
233,idx_110,APPROVED,2024-10-27 18:24:53.379174
234,idx_110,CLOSED,2024-10-27 18:24:53.379174
235,idx_111,INGEST,2024-10-27 17:40:24.379176
236,idx_111,PROCESSING,2024-10-27 17:47:18.379176
237,idx_111,ASSIGNED,2024-10-27 17:55:45.379176
238,idx_111,WORKING,2024-10-27 19:47:49.379176
239,idx_111,PENDING_APPROVAL,2024-10-27 20:01:43.379176
240,idx_111,APPROVED,2024-10-27 20:10:22.379176
241,idx_111,PROCESSING,2024-10-27 20:13:27.379176
242,idx_111,ASSIGNED,2024-10-27 20:20:51.379176
243,idx_111,PROCESSING,2024-10-27 20:24:59.379176
244,idx_111,WORKING,2024-10-27 21:13:55.379176
245,idx_111,PENDING_APPROVAL,2024-10-27 21:22:52.379176
246,idx_111,INGEST,2024-10-27 21:23:07.379176
247,idx_112,INGEST,2024-10-27 17:36:36.379178
248,idx_112,PROCESSING,2024-10-27 17:52:04.379178
249,idx_112,ASSIGNED,2024-10-27 17:59:50.379178
250,idx_112,WORKING,2024-10-27 19:14:25.379178
251,idx_112,PENDING_APPROVAL,2024-10-27 19:28:17.379178
252,idx_113,INGEST,2024-10-27 17:30:41.379180
253,idx_114,INGEST,2024-10-27 17:58:50.379182
254,idx_115,INGEST,2024-10-27 17:49:15.379184
255,idx_116,INGEST,2024-10-27 17:34:35.379186
256,idx_116,PROCESSING,2024-10-27 17:50:42.379186
257,idx_117,INGEST,2024-10-27 17:46:30.379188
258,idx_117,PROCESSING,2024-10-27 18:03:23.379188
259,idx_118,INGEST,2024-10-27 17:33:27.379190
260,idx_118,PROCESSING,2024-10-27 17:39:55.379190
261,idx_119,INGEST,2024-10-27 17:39:44.379192
262,idx_119,PROCESSING,2024-10-27 17:40:44.379192
263,idx_119,WORKING,2024-10-27 18:54:15.379192
264,idx_119,PENDING_APPROVAL,2024-10-27 19:06:17.379192
265,idx_120,INGEST,2024-10-27 18:16:32.379195
266,idx_120,PROCESSING,2024-10-27 18:21:47.379195
267,idx_121,INGEST,2024-10-27 17:51:49.379197
268,idx_122,INGEST,2024-10-27 17:30:09.379199
269,idx_122,PROCESSING,2024-10-27 17:32:19.379199
270,idx_123,INGEST,2024-10-27 17:31:32.379201
271,idx_124,INGEST,2024-10-27 18:02:47.379203
272,idx_124,PROCESSING,2024-10-27 18:18:30.379203
273,idx_124,ASSIGNED,2024-10-27 18:27:02.379203
274,idx_124,WORKING,2024-10-27 19:28:50.379203
275,idx_124,PENDING_APPROVAL,2024-10-27 19:41:34.379203
276,idx_124,APPROVED,2024-10-27 19:48:31.379203
277,idx_124,CLOSED,2024-10-27 19:48:31.379203
278,idx_125,INGEST,2024-10-27 17:53:39.379205
279,idx_126,INGEST,2024-10-27 17:42:38.379207
280,idx_127,INGEST,2024-10-27 18:11:38.379210
281,idx_127,PROCESSING,2024-10-27 18:28:13.379210
282,idx_127,ASSIGNED,2024-10-27 18:34:08.379210
283,idx_128,INGEST,2024-10-27 18:09:37.379212
284,idx_129,INGEST,2024-10-27 17:54:23.379214
285,idx_130,INGEST,2024-10-27 17:51:30.379217
286,idx_131,INGEST,2024-10-27 18:04:06.379219
287,idx_132,INGEST,2024-10-27 18:16:57.379221
288,idx_132,PROCESSING,2024-10-27 18:26:04.379221
289,idx_132,WORKING,2024-10-27 20:11:12.379221
290,idx_132,PENDING_APPROVAL,2024-10-27 20:21:41.379221
291,idx_132,APPROVED,2024-10-27 20:36:35.379221
292,idx_132,CLOSED,2024-10-27 20:36:35.379221
293,idx_133,INGEST,2024-10-27 17:43:05.379223
294,idx_134,INGEST,2024-10-27 18:14:18.379225
295,idx_135,INGEST,2024-10-27 17:40:14.379227
296,idx_136,INGEST,2024-10-27 17:43:00.379229
297,idx_137,INGEST,2024-10-27 18:09:44.379231
298,idx_138,INGEST,2024-10-27 17:30:35.379233
299,idx_139,INGEST,2024-10-27 17:38:26.379235
300,idx_139,PROCESSING,2024-10-27 17:51:20.379235
301,idx_139,ASSIGNED,2024-10-27 17:54:43.379235
302,idx_139,WORKING,2024-10-27 18:20:39.379235
303,idx_139,PENDING_APPROVAL,2024-10-27 18:43:20.379235
304,idx_139,APPROVED,2024-10-27 18:50:02.379235
305,idx_139,INGEST,2024-10-27 18:51:22.379235
306,idx_140,INGEST,2024-10-27 17:28:59.379237
307,idx_141,INGEST,2024-10-27 18:05:18.379239
308,idx_141,PROCESSING,2024-10-27 18:15:06.379239
309,idx_141,INGEST,2024-10-27 18:17:06.379239
310,idx_142,INGEST,2024-10-27 18:10:15.379241
311,idx_142,PROCESSING,2024-10-27 18:23:56.379241
312,idx_142,ASSIGNED,2024-10-27 18:29:43.379241
313,idx_143,INGEST,2024-10-27 17:40:43.379244
314,idx_143,PROCESSING,2024-10-27 17:45:39.379244
315,idx_143,WORKING,2024-10-27 19:39:36.379244
316,idx_143,PENDING_APPROVAL,2024-10-27 19:59:53.379244
317,idx_143,APPROVED,2024-10-27 20:00:35.379244
318,idx_143,CLOSED,2024-10-27 20:00:35.379244
319,idx_144,INGEST,2024-10-27 17:42:53.379246
320,idx_144,PROCESSING,2024-10-27 17:56:24.379246
321,idx_144,WORKING,2024-10-27 19:56:31.379246
322,idx_144,PENDING_APPROVAL,2024-10-27 20:09:53.379246
323,idx_144,APPROVED,2024-10-27 20:18:07.379246
324,idx_144,CLOSED,2024-10-27 20:18:07.379246
325,idx_145,INGEST,2024-10-27 18:08:31.379248
326,idx_145,PROCESSING,2024-10-27 18:16:24.379248
327,idx_145,WORKING,2024-10-27 19:07:35.379248
328,idx_145,WORKING,2024-10-27 19:12:56.379248
329,idx_145,INGEST,2024-10-27 19:13:50.379248
330,idx_145,PROCESSING,2024-10-27 19:32:35.379248
331,idx_145,PROCESSING,2024-10-27 19:37:23.379248
332,idx_145,WORKING,2024-10-27 21:09:00.379248
333,idx_145,PENDING_APPROVAL,2024-10-27 21:24:21.379248
334,idx_145,APPROVED,2024-10-27 21:33:07.379248
335,idx_145,CLOSED,2024-10-27 21:33:07.379248
336,idx_146,INGEST,2024-10-27 18:06:42.379250
337,idx_147,INGEST,2024-10-27 18:07:38.379252
338,idx_148,INGEST,2024-10-27 17:34:43.379254
339,idx_149,INGEST,2024-10-27 18:14:00.379256
340,idx_149,PROCESSING,2024-10-27 18:31:40.379256
341,idx_150,INGEST,2024-10-27 18:10:03.379258
342,idx_151,INGEST,2024-10-27 18:00:59.379260
343,idx_152,INGEST,2024-10-27 18:16:29.379263
344,idx_152,PROCESSING,2024-10-27 18:29:28.379263
345,idx_152,WORKING,2024-10-27 19:52:05.379263
346,idx_152,PENDING_APPROVAL,2024-10-27 20:09:25.379263
347,idx_152,APPROVED,2024-10-27 20:17:27.379263
348,idx_152,CLOSED,2024-10-27 20:17:27.379263
349,idx_153,INGEST,2024-10-27 18:01:59.379265
350,idx_154,INGEST,2024-10-27 17:59:59.379267
351,idx_155,INGEST,2024-10-27 17:48:30.379269
352,idx_156,INGEST,2024-10-27 17:32:53.379271
353,idx_156,PROCESSING,2024-10-27 17:39:01.379271
354,idx_156,INGEST,2024-10-27 17:40:46.379271
355,idx_157,INGEST,2024-10-27 17:52:07.379273
356,idx_157,PROCESSING,2024-10-27 17:54:59.379273
357,idx_157,WORKING,2024-10-27 18:53:34.379273
358,idx_157,PENDING_APPROVAL,2024-10-27 19:04:08.379273
359,idx_157,APPROVED,2024-10-27 19:09:42.379273
360,idx_157,CLOSED,2024-10-27 19:09:42.379273
361,idx_158,INGEST,2024-10-27 17:54:53.379275
362,idx_158,PROCESSING,2024-10-27 18:12:13.379275
363,idx_158,ASSIGNED,2024-10-27 18:15:58.379275
364,idx_159,INGEST,2024-10-27 18:16:39.379277
365,idx_160,INGEST,2024-10-27 18:02:19.379279
366,idx_160,PROCESSING,2024-10-27 18:04:51.379279
367,idx_160,WORKING,2024-10-27 18:59:33.379279
368,idx_160,PENDING_APPROVAL,2024-10-27 19:12:17.379279
369,idx_160,APPROVED,2024-10-27 19:24:24.379279
370,idx_160,CLOSED,2024-10-27 19:24:24.379279
371,idx_161,INGEST,2024-10-27 17:29:27.379281
372,idx_162,INGEST,2024-10-27 17:48:29.379283
373,idx_162,PROCESSING,2024-10-27 17:52:07.379283
374,idx_163,INGEST,2024-10-27 18:16:12.379285
375,idx_163,PROCESSING,2024-10-27 18:21:04.379285
376,idx_163,WORKING,2024-10-27 19:43:26.379285
377,idx_163,PENDING_APPROVAL,2024-10-27 19:56:16.379285
378,idx_164,INGEST,2024-10-27 18:04:15.379287
379,idx_165,INGEST,2024-10-27 17:41:58.379289
380,idx_166,INGEST,2024-10-27 18:09:28.379291
381,idx_166,PROCESSING,2024-10-27 18:29:09.379291
382,idx_166,INGEST,2024-10-27 18:29:20.379291
383,idx_167,INGEST,2024-10-27 17:34:01.379293
384,idx_168,INGEST,2024-10-27 17:55:17.379295
385,idx_169,INGEST,2024-10-27 17:29:37.379298
386,idx_170,INGEST,2024-10-27 18:12:25.379300
387,idx_170,PROCESSING,2024-10-27 18:29:55.379300
388,idx_170,ASSIGNED,2024-10-27 18:35:09.379300
389,idx_171,INGEST,2024-10-27 17:53:25.379302
390,idx_172,INGEST,2024-10-27 17:59:25.379304
391,idx_173,INGEST,2024-10-27 17:57:23.379306
392,idx_173,PROCESSING,2024-10-27 18:14:27.379306
393,idx_174,INGEST,2024-10-27 17:58:51.379308
394,idx_175,INGEST,2024-10-27 17:35:26.379310
395,idx_175,PROCESSING,2024-10-27 17:51:23.379310
396,idx_175,WORKING,2024-10-27 18:46:19.379310
397,idx_175,PENDING_APPROVAL,2024-10-27 19:02:45.379310
398,idx_176,INGEST,2024-10-27 17:56:08.379313
399,idx_177,INGEST,2024-10-27 17:56:09.379315
400,idx_178,INGEST,2024-10-27 17:32:39.379317
401,idx_178,PROCESSING,2024-10-27 17:50:00.379317
402,idx_178,PROCESSING,2024-10-27 17:52:48.379317
403,idx_179,INGEST,2024-10-27 17:32:16.379319
404,idx_179,PROCESSING,2024-10-27 17:41:24.379319
405,idx_179,INGEST,2024-10-27 17:42:31.379319
406,idx_180,INGEST,2024-10-27 17:41:22.379321
407,idx_181,INGEST,2024-10-27 17:56:00.379323
408,idx_182,INGEST,2024-10-27 17:39:44.379325
409,idx_183,INGEST,2024-10-27 17:36:25.379327
410,idx_184,INGEST,2024-10-27 17:29:17.379329
411,idx_185,INGEST,2024-10-27 17:52:23.379331
412,idx_186,INGEST,2024-10-27 18:16:28.379333
413,idx_186,PROCESSING,2024-10-27 18:35:25.379333
414,idx_186,ASSIGNED,2024-10-27 18:41:55.379333
415,idx_186,PROCESSING,2024-10-27 18:44:58.379333
416,idx_187,INGEST,2024-10-27 17:42:38.379335
417,idx_188,INGEST,2024-10-27 18:02:04.379337
418,idx_189,INGEST,2024-10-27 18:16:09.379340
419,idx_190,INGEST,2024-10-27 17:44:53.379342
420,idx_190,PROCESSING,2024-10-27 17:54:30.379342
421,idx_190,ASSIGNED,2024-10-27 18:02:09.379342
422,idx_190,INGEST,2024-10-27 18:02:27.379342
423,idx_191,INGEST,2024-10-27 18:02:53.379344
424,idx_192,INGEST,2024-10-27 18:02:52.379346
425,idx_193,INGEST,2024-10-27 17:29:31.379348
426,idx_194,INGEST,2024-10-27 17:53:26.379350
427,idx_195,INGEST,2024-10-27 18:16:13.379353
428,idx_196,INGEST,2024-10-27 18:02:30.379355
429,idx_197,INGEST,2024-10-27 17:27:49.379358
430,idx_198,INGEST,2024-10-27 17:49:45.379360
431,idx_198,PROCESSING,2024-10-27 17:55:30.379360
432,idx_198,WORKING,2024-10-27 19:12:08.379360
433,idx_198,PENDING_APPROVAL,2024-10-27 19:33:07.379360
434,idx_198,APPROVED,2024-10-27 19:37:16.379360
435,idx_198,CLOSED,2024-10-27 19:37:16.379360
436,idx_199,INGEST,2024-10-27 17:41:42.379363
437,idx_200,INGEST,2024-10-27 17:56:35.379366
438,idx_201,INGEST,2024-10-27 17:40:56.379369
439,idx_202,INGEST,2024-10-27 18:04:38.379372
440,idx_203,INGEST,2024-10-27 18:01:33.379374
441,idx_203,PROCESSING,2024-10-27 18:10:35.379374
442,idx_203,WORKING,2024-10-27 19:29:03.379374
443,idx_203,PENDING_APPROVAL,2024-10-27 19:45:33.379374
444,idx_203,APPROVED,2024-10-27 19:50:23.379374
445,idx_203,CLOSED,2024-10-27 19:50:23.379374
446,idx_204,INGEST,2024-10-27 17:40:08.379377
447,idx_205,INGEST,2024-10-27 17:58:11.379379
448,idx_205,PROCESSING,2024-10-27 18:02:07.379379
449,idx_205,ASSIGNED,2024-10-27 18:09:04.379379
450,idx_206,INGEST,2024-10-27 18:12:17.379382
451,idx_207,INGEST,2024-10-27 18:09:02.379384
452,idx_207,PROCESSING,2024-10-27 18:15:13.379384
453,idx_207,ASSIGNED,2024-10-27 18:21:48.379384
454,idx_208,INGEST,2024-10-27 18:09:46.379386
455,idx_208,PROCESSING,2024-10-27 18:18:12.379386
456,idx_208,WORKING,2024-10-27 18:40:49.379386
457,idx_208,PENDING_APPROVAL,2024-10-27 18:49:19.379386
458,idx_208,APPROVED,2024-10-27 18:52:05.379386
459,idx_208,INGEST,2024-10-27 18:53:51.379386
460,idx_209,INGEST,2024-10-27 17:45:21.379389
461,idx_210,INGEST,2024-10-27 17:37:11.379391
462,idx_211,INGEST,2024-10-27 17:30:27.379394
463,idx_211,PROCESSING,2024-10-27 17:49:44.379394
464,idx_212,INGEST,2024-10-27 17:56:43.379396
465,idx_213,INGEST,2024-10-27 18:12:26.379398
466,idx_214,INGEST,2024-10-27 18:07:17.379401
467,idx_215,INGEST,2024-10-27 18:08:44.379403
468,idx_216,INGEST,2024-10-27 17:31:08.379405
469,idx_217,INGEST,2024-10-27 18:11:00.379407
470,idx_217,PROCESSING,2024-10-27 18:22:54.379407
471,idx_217,WORKING,2024-10-27 19:47:48.379407
472,idx_217,PENDING_APPROVAL,2024-10-27 20:02:54.379407
473,idx_217,APPROVED,2024-10-27 20:07:15.379407
474,idx_217,CLOSED,2024-10-27 20:07:15.379407
475,idx_218,INGEST,2024-10-27 18:02:55.379409
476,idx_219,INGEST,2024-10-27 17:53:06.379411
477,idx_220,INGEST,2024-10-27 17:44:34.379413
478,idx_221,INGEST,2024-10-27 18:06:32.379415
